Reactor,Day,pH,DO,CO2,Cell_Density,Cell_Viability,Product_Titer
11,5,7.1,36.6,71.1,14.9,96.7,0.4
11,6,7.27,46.3,67.2,13.2,96.3,0.4
11,7,6.8,39.1,105.8,28.3,97.3,0.4
11,8,7.25,46.7,78.1,30.9,91.8,0.5
11,9,6.78,38.4,63.7,19,99,0.5
11,10,7.45,36.6,70.1,16.1,94.7,0.6
11,11,6.83,37.5,90.5,33.4,92.7,0.6
11,12,7.49,45.5,46.4,10,92.8,0.6
11,13,7.12,47.4,97.9,16.1,86.2,0.6
11,14,6.71,46.7,45.1,34.8,83,0.7
11,15,7.48,48.4,41.5,28.4,80.6,0.7
11,16,7.46,47.3,33.9,10.4,88.6,0.8
11,17,7.36,48.8,62.8,16,85.3,0.8
11,18,6.86,46.3,63.5,13.8,97.8,0.8
11,19,6.78,34.4,39.2,26,85.6,0.9
11,20,6.73,33.8,85.2,34.2,95.7,0.9
11,21,6.82,47.8,65.4,6.8,81.1,0.9
11,22,6.7,49.8,87.2,23,90.9,1
11,23,6.89,39.1,106.2,29.7,90.4,1
11,24,7.12,41.6,31.7,20.6,83.2,1
11,25,6.82,33.9,96.6,18.4,90.4,1.1
11,26,7.18,41.8,106.8,25.9,89.4,1.1
11,27,7.29,33,66.2,23.2,88.7,1.2
11,28,6.73,30.7,41.4,12.4,98.9,1.2
11,29,6.97,41.2,81.3,21.1,93.7,1.2
11,30,6.73,44.2,94.5,24,91.9,1.3
11,31,7.18,39.6,108.6,13.8,90.9,1.3
11,32,7.45,48.6,69.1,6.2,87.6,1.3
11,33,7.18,39.1,103.1,12.7,90.7,1.4
11,34,7.06,37.6,86.2,9.3,84.7,1.4
11,35,6.85,42.2,94.1,16.1,91.8,1.4
11,36,7.4,36.1,71.4,12.4,84.1,1.5
11,37,7.27,34.2,103.3,11.4,85.9,1.5
11,38,7.36,43.2,108.5,17.6,96.9,1.5
11,39,6.71,37.9,81.9,26.2,83.1,1.6
11,40,7.23,30.5,63.6,26.6,92.8,1.6
11,41,6.87,45.1,105.2,13.8,98.6,1.6
11,42,6.93,37.4,57.4,19.6,96.6,1.7
11,43,7.34,35.5,32.4,20.1,85.8,1.7
11,44,7.46,41.4,68.6,31.3,95.1,1.8
11,45,6.75,42.8,70.7,32.8,83,1.8
11,46,7.32,33.8,82.9,21.9,89.9,1.8
11,47,6.96,38.9,39.7,5.9,91.7,1.9
11,48,7.41,36.3,46.6,23.5,94,1.9
11,49,7.38,31.7,81.8,9.8,89.9,1.9
11,50,7.09,44.5,90.5,34.8,80.6,2
12,0,6.83,48.7,46.3,19.1,94.2,0.2
12,1,7.14,32.4,70.5,17.9,93.4,0.2
12,2,7.08,44.3,90.9,9.8,98.6,0.3
12,3,7.39,30.1,82.1,20.8,87,0.3
12,4,6.76,44.8,104.2,25.4,96.8,0.3
12,5,7.02,49.1,39.5,33.9,94.1,0.4
12,6,7.5,41.7,103.8,24.1,98.3,0.4
12,7,6.84,34.3,58,21.2,86.4,0.4
12,8,6.98,32.5,94.2,23,90,0.5
12,9,7.47,40.6,62.5,16.2,95.5,0.5
12,10,7.29,47.4,78.4,21.5,94.2,0.6
12,11,6.85,48.8,105,26.3,80.4,0.6
12,12,7.22,40.3,39.4,26,94.7,0.6
12,13,7.5,32.9,81.7,21.4,87.8,0.6
12,14,7.48,40.4,96.1,7.6,97,0.7
12,15,7.21,36.2,106.1,32.1,98.2,0.7
12,16,6.74,43.6,102.4,25.4,93.9,0.8
12,17,6.74,36.5,73.5,14.7,82.6,0.8
12,18,7.22,48.5,95.7,26.1,97.9,0.8
12,19,7.14,44.6,69.1,8.7,80.1,0.9
12,20,7.41,49,101.7,15.5,95,0.9
12,21,7.42,47.2,104.4,6,98.7,0.9
12,22,6.75,41.7,75.9,17.6,92.8,1
12,23,7.06,41.1,84.6,16.7,94.8,1
12,24,7.42,42.9,104.7,32.1,83.3,1
12,25,6.73,34,85.9,30.4,91.1,1.1
12,26,6.88,47.7,32.4,31.8,85.5,1.1
12,27,7.06,35,37.2,7,95.9,1.2
12,28,6.95,41.4,32.6,10.3,87.8,1.2
12,29,6.98,39.3,49.6,34,89.2,1.2
12,30,6.87,47.2,86.1,14.8,89.8,1.3
12,31,6.8,46.4,46,15.3,81.8,1.3
12,32,6.74,37.1,91.2,20.2,97.9,1.3
12,33,7.41,37.7,42.1,6.4,98.2,1.4
12,34,6.87,39.4,41.5,32.1,86.3,1.4
12,35,7.26,31.4,36.9,25.5,90.4,1.4
12,36,6.77,37.5,73.7,30.7,98,1.5
12,37,6.8,33.2,42.6,18.6,86,1.5
12,38,7.42,30.6,70.9,8.3,90.7,1.5
12,39,7.02,39.7,76.7,25.2,87.8,1.6
12,40,7.05,42.8,56.1,31.5,95.5,1.6
12,41,6.95,47.4,90.7,23.7,89.6,1.6
12,42,6.78,46.9,84.3,8.4,82.1,1.7
12,43,7.07,46.9,69.6,23.6,80.8,1.7
12,44,6.98,43.1,34.9,24.1,91.1,1.8
12,45,7.08,48.9,46.2,17,83.1,1.8
12,46,6.86,38.3,71,13.8,92.2,1.8
12,47,6.93,36.8,106.4,10.4,88.8,1.9
12,48,6.76,34.2,56.3,22.3,90,1.9
12,49,6.99,37.8,73.8,33.2,97.4,1.9
12,50,7.27,45.3,97.8,14.6,86.1,2
13,0,7.02,38.7,80.2,12.4,82.2,0.2
13,1,6.82,42.9,43.4,31,91,0.2
13,2,6.98,40.4,82,24.7,93.7,0.3
13,3,6.97,32.7,54.4,13.7,88.2,0.3
13,4,6.88,36.7,86.8,29.9,87.8,0.3
13,5,7.24,49.3,101.5,24,98.7,0.4
13,6,6.71,41.6,31.7,7.8,84.5,0.4
13,7,7.41,33.4,55.5,24.5,95,0.4
13,8,6.89,40.7,94.2,5.9,97.9,0.5
13,9,7.28,31.7,79.3,30.1,87.4,0.5
13,10,6.84,47.1,34.3,30.4,89.1,0.6
13,11,6.78,44.9,103.1,19.2,84.3,0.6
13,12,6.77,39,102.2,33.7,83.2,0.6
13,13,7.41,46.6,104.3,30.5,84.8,0.6
13,14,7.3,40.7,74,25.1,84.5,0.7
13,15,7.46,48.1,34,28.6,93.4,0.7
13,16,7.15,33,74.9,29.3,86.1,0.8
13,17,7.14,39.5,64.3,25.8,81.8,0.8
13,18,6.92,34.9,75.6,10.8,87.9,0.8
13,19,6.91,40.2,77,6.1,93.6,0.9
13,20,7.11,32.2,40,25.7,93.6,0.9
13,21,7.43,48.9,36.7,16.9,87.7,0.9
13,22,6.87,38,98.1,32,84.7,1
13,23,6.88,42.7,45.1,17.5,84.3,1
13,24,6.77,48.9,48.4,31.2,93.7,1
13,25,6.84,47.1,86.7,16.8,85,1.1
13,26,7.44,36,66.7,8.3,95.7,1.1
13,27,7.02,37.5,79,8.3,96.1,1.2
13,28,7.17,43.3,77.6,33.3,89.4,1.2
13,29,7.17,36.9,67.6,21.6,97.3,1.2
13,30,7.32,49,79.9,11.4,92,1.3
13,31,6.79,48.3,44.4,34.7,87,1.3
13,32,6.85,34.6,81.3,25.5,90.9,1.3
13,33,7.48,32.7,96.1,20,95.8,1.4
13,34,7.43,30.9,104.7,5.1,83.6,1.4
13,35,7.27,35.6,107.1,22.1,90.4,1.4
13,36,7.47,36.2,90.7,32.8,92.2,1.5
13,37,6.83,30.5,108.7,22.7,91.1,1.5
13,38,7.09,31.7,50.2,21.8,87.1,1.5
13,39,6.92,49.7,39,8.8,95.1,1.6
13,40,7.3,39.3,41.9,31.2,98.9,1.6
13,41,7.47,40,47.4,34.8,98,1.6
13,42,6.89,37.1,82.3,23.1,81.9,1.7
13,43,7.26,43.6,78,24.5,89.9,1.7
13,44,7.24,43.5,76.4,11.6,82.5,1.8
13,45,7.05,43.7,38.5,31.5,95.5,1.8
13,46,6.86,33.9,39.2,28.7,96,1.8
13,47,6.72,43.5,74.5,29.2,85.9,1.9
13,48,7.06,35.8,33.1,26.4,93,1.9
13,49,7.11,39.2,106.9,13.4,84.5,1.9
13,50,7.03,47.6,40.1,8.8,92.7,2
14,0,7.08,49.3,58.8,22.9,88.7,0.2
14,1,7.46,44.7,88,34.1,93.3,0.2
14,2,7.47,48.5,52.1,16.4,98.9,0.3
14,3,7.04,33.7,50.9,32.1,96.9,0.3
14,4,7.5,34,83.4,27.3,91.7,0.3
14,5,7.18,46.6,79.1,23.9,80.5,0.4
14,6,7.11,46.8,76,12,83.7,0.4
14,7,7.43,39.1,71.4,14.3,98.5,0.4
14,8,7.33,38.7,82.6,15.2,90.5,0.5
14,9,7.39,42.1,81.7,25.1,92.9,0.5
14,10,7.46,49.6,81.5,9.4,80.8,0.6
14,11,7.25,39.6,66.1,35,89.5,0.6
14,12,6.77,48.7,106.2,17.5,96.5,0.6
14,13,6.83,32.7,45.3,13.6,91.8,0.6
14,14,6.79,38.7,33.3,29,91.4,0.7
14,15,7.01,44.4,99.1,18.2,94.3,0.7
14,16,7.48,48,59.3,31.7,82.3,0.8
14,17,7.19,46.5,104.3,33.4,84.7,0.8
14,18,7.27,36.4,89.2,8.2,87.6,0.8
14,19,6.76,30.9,104.8,11.2,90.9,0.9
14,20,7.34,41.3,92.2,29.3,92.5,0.9
14,21,6.78,49.4,97.3,9.9,90.3,0.9
14,22,6.71,42.6,37.4,30.4,86,1
14,23,6.99,32.7,103.7,5.6,95.9,1
14,24,6.8,41.1,40,7.3,89.7,1
14,25,7.05,49.9,52.1,16.7,91.7,1.1
14,26,6.9,39.7,67.6,29.3,81.9,1.1
14,27,6.92,48.7,103.3,23.5,90.5,1.2
14,28,7.39,31.5,48,31.3,89.3,1.2
14,29,7.05,48.9,46.3,11.2,97.6,1.2
14,30,7.11,46.2,34.6,32.9,81.8,1.3
14,31,7.33,38.1,108,33.8,87.4,1.3
14,32,7.1,43.8,93,9.6,81.2,1.3
14,33,7,46.7,61.4,33.9,90,1.4
14,34,6.89,30.1,84.3,33.7,93.9,1.4
14,35,6.79,45.4,73.9,30.2,93.6,1.4
14,36,6.89,36.2,109.2,19.5,96.4,1.5
14,37,6.76,49,98.3,11.3,81.7,1.5
14,38,7,46.8,40.9,14.8,94.1,1.5
14,39,6.84,46.1,67.5,22.8,83,1.6
14,40,7.4,44.5,38.8,17.9,97,1.6
14,41,7.06,40.9,57.9,21.3,85.5,1.6
14,42,7.3,47.1,87.6,28.4,82.8,1.7
14,43,7.31,38.9,84.7,32.1,95.5,1.7
14,44,6.88,34.7,32,20.7,91.1,1.8
14,45,7.04,38.4,105.1,34.2,92.1,1.8
14,46,7.31,47.6,82,34.3,80.6,1.8
14,47,7.08,40.3,109.2,22,80.6,1.9
14,48,7.25,45.4,61.9,30.3,96.1,1.9
14,49,7.27,46.7,72.9,26.4,87.9,1.9
14,50,6.81,33.6,109.2,23.9,81.6,2
15,0,7.02,33.6,106.7,13.5,84.1,0.2
15,1,7.33,40.1,55.6,30.4,98.2,0.2
15,2,7.34,37,100.8,25.9,91.6,0.3
15,3,7.45,33.1,85.6,31.8,82.6,0.3
15,4,6.86,43,76.1,19,90.9,0.3
15,5,6.92,34.9,84,5.2,88.7,0.4
15,6,7.39,47.3,50.4,33.1,92.2,0.4
15,7,6.81,38.4,90.2,23,86.6,0.4
15,8,6.82,41.7,49.9,8.8,93.2,0.5
15,9,6.71,41.1,30.2,31.9,96.8,0.5
15,10,6.77,30.2,42.9,18.9,84.5,0.6
15,11,7.35,33.7,39.1,9.3,90.6,0.6
15,12,6.73,49.6,50.7,9.5,81.8,0.6
15,13,7.32,38,99.6,32.1,93.5,0.6
15,14,7.23,30.6,59,30.2,85.9,0.7
15,15,7.28,43.8,100,23.4,89.3,0.7
15,16,7.09,33.9,71.2,14.2,98.5,0.8
15,17,7.32,47.9,83.8,31.9,91.5,0.8
15,18,7.06,34.5,38.6,27.5,87.3,0.8
15,19,6.95,38.3,88.2,22.5,84.2,0.9
15,20,7.23,46.1,110,11.9,98,0.9
15,21,6.79,43.1,103.3,32.2,89.8,0.9
15,22,7.2,38.3,64,17.5,88.1,1
15,23,6.85,41.2,109.4,5.7,83.7,1
15,24,7.21,34.6,58.3,7.6,94.9,1
15,25,7.15,31.4,48.7,31.5,88.8,1.1
15,26,7.38,35.1,57.7,8.8,91.3,1.1
15,27,7.23,32.1,50.3,11.4,89.5,1.2
15,28,7.2,31.4,107.6,14.9,90.8,1.2
15,29,6.9,42.7,85,5.8,94.9,1.2
15,30,7.48,36.9,50.6,15.9,98.4,1.3
15,31,7.34,48.5,62.9,27.5,96.4,1.3
15,32,6.84,38.1,61.6,16.8,96.7,1.3
15,33,7.23,33.3,89.2,17.8,88.5,1.4
15,34,7.38,43.5,49,33,80.9,1.4
15,35,7.49,48.8,46.7,11.5,83.7,1.4
15,36,6.91,46.7,35.3,9.2,95.6,1.5
15,37,6.75,36.1,91.2,30.6,95.4,1.5
15,38,6.84,30,70.4,13.8,94.4,1.5
15,39,7.16,46.9,94.1,15.2,91.3,1.6
15,40,7.23,37.6,104.8,11.2,90.9,1.6
15,41,6.77,42.6,97,25.3,89.2,1.6
15,42,7.37,49.7,39.6,14.6,92.5,1.7
15,43,7.19,34.8,75.5,28.3,95.6,1.7
15,44,7.38,38,43.9,16.7,86.5,1.8
15,45,7.24,39.6,30.1,22.7,90.2,1.8
15,46,6.74,42.4,64.4,28,85.1,1.8
15,47,6.95,46.9,102.2,22,87.7,1.9
15,48,7.29,45.6,35.5,26.1,92.1,1.9
15,49,7.09,37,77.5,11.2,82.2,1.9
15,50,6.98,34.9,53.7,28.9,97.6,2
16,0,6.97,32,102.5,12.7,89.2,0.2
16,1,7.18,49.8,87.9,13.5,82.8,0.2
16,2,7.05,40.7,64.8,7.4,87,0.3
16,3,7.37,32.1,54.9,21,98.6,0.3
16,4,7.14,44.5,70.2,12.3,93.7,0.3
16,5,7.2,37.5,101.1,25.4,93.5,0.4
16,6,6.83,49.1,61.6,6.8,88.9,0.4
16,7,7.05,47.6,88.9,10.5,91.3,0.4
16,8,7.06,31.8,88.6,5.5,88.2,0.5
16,9,6.75,31.3,90.7,17.5,85.3,0.5
16,10,7.02,31.8,34.2,21.7,97.9,0.6
16,11,7.36,39,38,13.1,91.7,0.6
16,12,6.79,44.1,68.1,15.4,88.1,0.6
16,13,7.35,34.1,51.3,19.1,97.7,0.6
16,14,7.03,38.3,57.7,34.4,83.4,0.7
16,15,7.2,31.5,71.5,10.1,86.2,0.7
16,16,7.22,32.1,52.5,5.2,86.6,0.8
16,17,7.08,41.9,35.5,9.4,86.7,0.8
16,18,6.84,46.9,102.6,5.3,89.8,0.8
16,19,7.27,36.4,59.8,19,95.7,0.9
16,20,7.1,38.8,44.3,24.3,84.5,0.9
16,21,7.06,32.8,109.3,7.6,85.4,0.9
16,22,7.45,44.3,54,21.5,83,1
16,23,7.06,30.6,96.4,29.2,96.4,1
16,24,7.18,39.2,47.5,20,90.9,1
16,25,6.96,40.7,104.5,16.6,98.3,1.1
16,26,7.24,37.7,78.6,34.5,91.1,1.1
16,27,7.25,44.5,106.6,30.7,93.8,1.2
16,28,7.32,45.6,91.5,15.2,89.5,1.2
16,29,7.16,46.4,75.7,18.6,88.3,1.2
16,30,7.02,42.7,58.9,29.3,92.9,1.3
16,31,6.91,48.6,87.4,9.1,87.8,1.3
16,32,7.44,32.8,31.7,18.2,93.4,1.3
16,33,6.86,40.8,72.4,33,86.2,1.4
16,34,7.4,35.8,52.3,8.9,81.6,1.4
16,35,6.77,33.5,71.2,29.3,83.9,1.4
16,36,7.49,42.9,43.8,28,80.7,1.5
16,37,6.87,33.3,76.8,27.5,83.1,1.5
16,38,7.21,32.7,87.8,21.7,96.1,1.5
16,39,7.13,41.6,68.5,33.3,98.1,1.6
16,40,7.17,33.5,38.8,9.3,84.2,1.6
16,41,7.01,34.5,89.2,21,92.1,1.6
16,42,7.04,37.4,103.9,31.9,80.4,1.7
16,43,7.44,35.1,92.5,23.4,86.1,1.7
16,44,6.7,47.6,97.9,33.3,87.2,1.8
16,45,7.2,48.6,93.2,31,82,1.8
16,46,7.3,31.3,106.6,33.7,84.4,1.8
16,47,7.11,45.4,101.2,24.8,88.4,1.9
16,48,7.08,42.5,84.4,27.8,88.9,1.9
16,49,7.3,34.3,74.3,27.5,85.2,1.9
16,50,7.39,41.7,37.5,13.6,87.3,2
17,0,7.04,49.2,90.5,34.3,82.6,0.2
17,1,6.72,36.6,107.1,13,86.5,0.2
17,2,6.9,39.9,109.2,9.2,85.5,0.3
17,3,6.84,46,72.9,18.9,82.5,0.3
17,4,6.93,30.2,84.7,13.8,80.3,0.3
17,5,7.24,32.2,101.3,15.1,97.3,0.4
17,6,7.39,47.4,105.6,28.5,86.6,0.4
17,7,6.86,40.4,53.3,15.5,81.1,0.4
17,8,7.2,38.7,96,6.1,84.1,0.5
17,9,7.22,44.4,93.9,7.3,85.4,0.5
17,10,6.77,35.9,86,31.7,98.8,0.6
17,11,7.34,41.2,31.4,11.1,85.6,0.6
17,12,7.46,34.9,39,22.1,92,0.6
17,13,6.93,46.3,62.1,14,82.4,0.6
17,14,7.15,31.4,74.7,34,93.3,0.7
17,15,7.17,45.9,108.2,9,94.3,0.7
17,16,6.72,30.3,63.8,8.8,99,0.8
17,17,6.89,44.7,48.7,28.8,83,0.8
17,18,6.74,45.2,86.5,8.3,90.4,0.8
17,19,6.74,49.9,40,21.8,92.6,0.9
17,20,6.98,40.7,103.8,23.1,88.8,0.9
17,21,7.42,42.6,90.1,23,93.9,0.9
17,22,7.39,48.3,68.9,29.5,96.6,1
17,23,7.37,31.5,76.6,15.5,95.7,1
17,24,7.14,37.3,83.7,8.5,93,1
17,25,6.94,38.9,67.4,19.5,95.4,1.1
17,26,7.06,42.8,80.8,23.7,86.9,1.1
17,27,6.95,46.6,61.4,16.9,94.9,1.2
17,28,6.98,47.3,77.3,7.9,92.9,1.2
17,29,7.06,37.2,73.5,19.7,85,1.2
17,30,7.13,43.7,31.8,20.9,96.8,1.3
17,31,6.9,31.7,33.6,10.8,96.4,1.3
17,32,7.32,49.7,83.6,24,85.2,1.3
17,33,6.87,32.8,104.1,10.9,95.9,1.4
17,34,7.07,33.9,76.7,13,86,1.4
17,35,7.05,38.8,35.9,23.6,89.6,1.4
17,36,6.99,38.9,34.8,33.4,90.9,1.5
17,37,6.78,35.7,92.1,22,81.2,1.5
17,38,7.4,36.4,30.5,7.9,96.5,1.5
17,39,7.43,49.3,47.5,21.1,91.4,1.6
17,40,7.26,34.1,91,33.7,92,1.6
17,41,6.71,40.8,72.5,31.5,97.9,1.6
17,42,6.91,31.6,60.2,12.1,91,1.7
17,43,6.94,38.4,71.5,31.3,95,1.7
17,44,6.77,45.9,94.8,23.9,93.1,1.8
17,45,6.86,37.1,56.2,11.8,90.9,1.8
17,46,6.83,32.4,102.9,25.8,87.6,1.8
17,47,6.79,45.2,45.3,13.4,93,1.9
17,48,7.43,35.3,32.7,29.6,82.3,1.9
17,49,7.34,49.7,71.5,5.3,87.2,1.9
17,50,6.94,47.3,91.1,8.8,90.3,2
18,0,7.4,41.8,36.2,32.8,93.3,0.2
18,1,7.13,34.8,44.5,14.7,89.8,0.2
18,2,7.13,42,92.8,13.9,98.1,0.3
18,3,6.91,30.7,93.2,24.9,86.7,0.3
18,4,6.82,30.1,50.2,22.3,82.3,0.3
18,5,7.22,38.4,83.4,13.7,91,0.4
18,6,7.13,40.9,57.2,11.2,92.1,0.4
18,7,7.25,47,36.9,33.5,86.6,0.4
18,8,7.19,34.1,56,27.4,95.1,0.5
18,9,7.34,44.2,82,15.2,86.9,0.5
18,10,6.71,41,32.4,8.9,93.4,0.6
18,11,6.83,30.9,88.5,15.3,91,0.6
18,12,7.22,46.6,75.4,17.3,89.9,0.6
18,13,7.16,37.2,36.9,14.5,84.9,0.6
18,14,6.84,41.7,96.9,28.1,88.1,0.7
18,15,7.15,30.2,75.5,17.4,82.7,0.7
18,16,7.1,34.1,84.4,21.3,95.4,0.8
18,17,6.71,42.4,35.1,7.6,87.5,0.8
18,18,6.91,44,53.3,31.3,85.5,0.8
18,19,7.33,47.6,103.9,25.2,94.2,0.9
18,20,6.98,48.2,83.2,22.2,84.1,0.9
18,21,6.91,33.5,41.2,33.9,86.2,0.9
18,22,7.14,30.5,31.6,15.8,86.5,1
18,23,7.03,47.4,84.6,24.7,87.8,1
18,24,7.38,34.9,73.4,18.7,84.9,1
18,25,6.78,44.5,104.9,30.3,85.7,1.1
18,26,7.24,38.1,95.8,21.6,95.8,1.1
18,27,6.85,36.1,88.6,22.2,97.1,1.2
18,28,7.35,30.2,76.1,14.4,87.5,1.2
18,29,6.99,38.1,69.2,32.9,92,1.2
18,30,6.88,37.2,92.8,10.8,84.5,1.3
18,31,7.45,39.6,37.4,23.3,81.3,1.3
18,32,7.35,31.9,100.2,9.2,91.9,1.3
18,33,7.08,33.9,78,17.7,95.2,1.4
18,34,7.01,30.8,96.2,27.4,97.6,1.4
18,35,7.48,33.3,36.6,16.3,89.3,1.4
18,36,7.32,43.2,106.4,7.9,82.1,1.5
18,37,7.41,35,53.5,16.4,82.8,1.5
18,38,6.95,46,63.6,32.5,89.1,1.5
18,39,6.78,33,83.3,6.8,93.2,1.6
18,40,7.1,34.1,88.6,24.1,87.4,1.6
18,41,7.21,41.9,90.2,17.5,94.5,1.6
18,42,6.89,35.6,44.4,32.8,97.4,1.7
18,43,7.11,39.8,106.5,5.3,92,1.7
18,44,7.25,35.5,94.7,8.7,95.7,1.8
18,45,6.72,30.4,85.1,13.9,92.1,1.8
18,46,6.72,36.6,52.5,6,83.3,1.8
18,47,7.38,31.4,32.6,12.1,93.4,1.9
18,48,6.89,47.3,91.4,31.6,98.7,1.9
18,49,7.49,39,65.3,25.1,96,1.9
18,50,6.78,41.4,57.1,18.1,88.4,2
19,0,7.25,47,30.9,29.9,92.7,0.2
19,1,6.84,46.2,86.6,33.2,84.7,0.2
19,2,7.46,41.9,61.4,32.5,99,0.3
19,3,7.02,35.3,90.6,15.9,82.1,0.3
19,4,7.36,39.3,106.7,5,88.8,0.3
19,5,6.86,37.2,91.3,12.3,88.8,0.4
19,6,7.47,33.6,47,13.5,98,0.4
19,7,7.37,43.9,64,28.5,93.1,0.4
19,8,7.21,48,102.4,22.7,92.9,0.5
19,9,7.17,40,49.6,19.9,97.6,0.5
19,10,7.4,46.7,37.8,16.4,84.6,0.6
19,11,6.94,43.3,96.1,9,93.3,0.6
19,12,6.91,40.1,37.5,22.2,82.4,0.6
19,13,6.83,35.9,77.6,6.6,87.7,0.6
19,14,6.87,41.6,58.7,9.3,81.2,0.7
19,15,6.94,39.2,63.5,30,85.2,0.7
19,16,7.07,48.3,59.6,12.6,81.5,0.8
19,17,7.35,40.1,92.6,24.6,95.5,0.8
19,18,7.01,35.5,34.6,5.8,89.2,0.8
19,19,7.5,49.9,51.2,8.9,81.9,0.9
19,20,6.9,42,71.9,16.6,95.8,0.9
19,21,7,31.8,94.5,10.1,98.7,0.9
19,22,7.35,34.7,75.2,11.7,94,1
19,23,6.73,37.7,53.7,9.6,91.8,1
19,24,6.77,34.8,90.7,18,94.4,1
19,25,7,48.2,99.8,13.2,90.8,1.1
19,26,6.79,44.8,64.8,21.8,80.7,1.1
19,27,6.74,46.1,58.1,30.6,83.7,1.2
19,28,6.95,37.8,62.3,15.9,94.7,1.2
19,29,7.24,37.6,99,26.6,90.5,1.2
19,30,6.85,43,91.6,30.2,82.5,1.3
19,31,7.41,41.4,53.6,8.3,94.5,1.3
19,32,6.98,47.8,90.4,17.1,96.1,1.3
19,33,7.23,39.9,60.3,6.2,84.6,1.4
19,34,6.9,33.9,92.4,34,89.6,1.4
19,35,7.43,31,93.5,6.5,86.3,1.4
19,36,7.07,41.2,33.5,26.8,97.4,1.5
19,37,7.47,45.6,45.6,16.2,96.9,1.5
19,38,6.83,41.1,99.1,29.6,80.4,1.5
19,39,7.46,49.9,54,7.4,85.8,1.6
19,40,7.49,42.2,65.9,17.7,88.9,1.6
19,41,7.26,33.9,84.5,18.3,94.2,1.6
19,42,7.2,48.6,54,11.8,89.4,1.7
19,43,6.95,45,42.9,20.8,92,1.7
19,44,6.98,48.5,30.1,29.7,93.8,1.8
19,45,6.77,44.6,93.8,34,93.1,1.8
19,46,7.02,47.2,85.1,21.1,83.2,1.8
19,47,7.28,36.4,100,27.6,85.2,1.9
19,48,7.24,36,52.9,16.9,92.2,1.9
19,49,7.49,39.8,38.7,26.5,80.2,1.9
19,50,7.04,35.4,99.4,33.5,92.1,2
20,0,7.43,47.4,106.1,7.9,93.5,0.2
20,1,7.09,41.8,42.8,34.2,94.1,0.2
20,2,6.71,49.6,59.2,20.4,89.9,0.3
20,3,7.41,47.8,104.3,34.6,88.3,0.3
20,4,7.02,39.3,98.9,33.1,95.1,0.3
20,5,6.96,38.6,47,27.9,90.7,0.4
20,6,7.26,31.6,60,16.5,86.5,0.4
20,7,6.83,40.9,45.7,16.1,81,0.4
20,8,6.96,46.1,48.7,16.7,84.1,0.5
20,9,7,35.1,40.5,29,93,0.5
20,10,7.22,37.7,55.8,27.2,93,0.6
20,11,7.1,32.8,102.1,31.3,94,0.6
20,12,6.72,34.2,47.1,21.8,86.6,0.6
20,13,7.39,31.4,46.6,31.1,80.7,0.6
20,14,6.85,45.9,57.8,29.4,98.2,0.7
20,15,6.95,38.5,30.2,22.1,92.6,0.7
20,16,7.45,44.1,43.5,13.5,97.5,0.8
20,17,7.12,30.2,62.7,8.9,98.7,0.8
20,18,7.46,36.6,51.6,28.9,90.8,0.8
20,19,7.21,46.5,87.4,6.6,80.7,0.9
20,20,6.98,42.7,98.9,29.5,85.4,0.9
20,21,6.73,48.4,46.6,25.4,85.4,0.9
20,22,7.27,36.7,36.1,8.3,89.7,1
20,23,7.04,47.7,109.7,26.8,87.9,1
20,24,7.47,46.5,96.9,27,98.9,1
20,25,6.73,32.8,97.5,5.4,93.3,1.1
20,26,7.47,49.3,41.9,15.8,83.6,1.1
20,27,6.73,42.3,33.1,31.9,90.5,1.2
20,28,7.46,42.9,98.1,23.8,83.9,1.2
20,29,7.36,34.2,47.7,22.3,97,1.2
20,30,7.07,37.7,109.7,14.6,88.4,1.3
20,31,6.75,32.7,87.4,20.8,98,1.3
20,32,7.31,49.6,44.8,24.1,93.2,1.3
20,33,7.22,42.2,84.8,30.1,86.6,1.4
20,34,7.32,43.6,82.1,11.2,92.5,1.4
20,35,7.24,46.9,66.4,25.4,89.3,1.4
20,36,7.24,30.7,37.4,8.8,89.9,1.5
20,37,6.85,34.9,45.5,30.1,90.6,1.5
20,38,6.89,41.1,76,32,82.5,1.5
20,39,6.92,42.6,59.2,16,98.5,1.6
20,40,6.98,47.2,97.9,15,95.2,1.6
20,41,6.9,44.9,70.8,18.9,87.6,1.6
20,42,7.09,42.8,42.7,20.3,95.9,1.7
20,43,7.28,43.1,53.8,31,87.6,1.7
20,44,6.98,33.1,53.4,32.9,96.7,1.8
20,45,7.13,38.3,76.1,10.9,90.4,1.8
20,46,7.15,38.4,91.3,16.1,95.3,1.8
20,47,6.76,35.7,64.1,14.7,81.7,1.9
20,48,6.85,48.9,30.9,8.5,94.4,1.9
20,49,7.17,48.6,75.8,5.2,84,1.9
20,50,6.97,34.8,65.2,15.7,90.8,2
21,0,7.02,38.1,109.6,31.7,80,0.2
21,1,7.37,39.4,94.9,26,96,0.2
21,2,7.19,39.7,63.9,18.3,98.6,0.3
21,3,7.06,45.1,86.7,26,90.7,0.3
21,4,6.71,41.4,105.9,27.8,88.6,0.3
21,5,7.34,31.7,74.4,8.8,92.2,0.4
21,6,7.27,42.1,55.7,28.8,93.3,0.4
21,7,6.72,38,52.6,21,83.7,0.4
21,8,6.87,45.9,77.7,22.3,90.1,0.5
21,9,6.88,35.1,45.6,31.7,97.2,0.5
