Bioreactor,Day,pH,CO2,O2_MFC,Cell_Density,Cell_Viability,Product_Titer
11,49,7.46,70.7,6,18.6,84.8,0.9
11,50,7.05,41.1,6,14.7,96.8,1
12,0,7.23,99.6,6,34.8,84.2,1
12,1,6.98,85.9,6,12.3,82.6,1
12,2,7.13,43.4,6,26.9,84.1,1.1
12,3,7.42,88.3,6,29.9,97.5,1.1
12,4,6.73,95.2,6,28,91.6,1.1
12,5,7.34,76.2,6,29,81.9,1.1
12,6,6.98,43.8,6,16.8,82.5,1.1
12,7,7.24,100.5,6,18.4,90.3,1.1
12,8,7.24,46.5,6,7.9,92.6,1.1
12,9,7.17,95.3,6,9.4,94.8,1.1
12,10,7.33,108.1,6,19,87.5,1.2
12,11,7.27,62.4,6,30.9,85.2,1.2
12,12,7.19,71,6,28.6,98.9,1.2
12,13,6.95,32.6,6,10.3,87.8,1.2
12,14,7.01,106.4,6,29.5,92.1,1.2
12,15,7.27,108.7,6,26.5,80.3,1.2
12,16,7.03,88.7,6,21.3,81.4,1.2
12,17,7.28,84.3,6,7.9,92.6,1.3
12,18,7.05,44,6,34.9,80.2,1.3
12,19,7.22,48.1,6,9.3,97.2,1.3
12,20,6.84,96.1,6,16.2,88,1.3
12,21,7.09,99.9,6,26.8,94.4,1.3
12,22,6.94,64.1,6,17.2,88.9,1.3
12,23,7.31,87.1,6,11.5,95.9,1.3
12,24,7.2,84.3,6,23.9,82.8,1.3
12,25,7.03,95,6,12.7,89.8,1.4
12,26,7.08,78,6,17.7,95.2,1.4
12,27,7.06,50.4,6,20.7,81.4,1.4
12,28,7.17,65.6,6,32.8,91.3,1.4
12,29,7.32,82.1,6,11.2,92.5,1.4
12,30,6.79,73.1,6,27.7,87.5,1.4
12,31,6.93,99.7,6,27.6,80.1,1.4
12,32,6.96,51.3,6,24.8,86.4,1.4
12,33,7.34,51.6,6,23.8,97,1.4
12,34,7.19,96.7,6,25,96.1,1.4
12,35,6.93,101.9,6,17.8,93.8,1.4
12,36,7.2,53.1,6,16.3,93.5,1.5
12,37,7.05,83.4,6,19.3,93.7,1.5
12,38,6.88,74.6,6,23.1,89.3,1.5
12,39,7.18,80.5,6,10.8,94,1.5
12,40,7.16,39.7,6,31.2,89.6,1.5
12,41,6.93,88.1,6,5.9,85.7,1.5
12,42,7.44,65.8,6,6.7,84.4,1.5
12,43,7.49,104.3,6,28.5,94.2,1.6
12,44,6.8,87.8,6,22.7,90.4,1.6
12,45,6.75,30.7,6,25,88,1.6
12,46,7.3,41.9,6,31.2,98.9,1.6
12,47,7.1,93.9,6,26.6,82,1.6
12,48,7.2,49.5,6,7.3,98.3,1.6
12,49,6.72,51.4,6,25,97.8,1.7
12,50,6.88,108.8,6,32.3,95.8,1.7
13,0,6.96,76.6,6,22.9,81.6,1.7
13,1,6.8,55.6,6,28,92.4,1.7
13,2,6.78,44.9,6,14.7,96.7,1.7
13,3,7.48,105.1,6,25.6,94.6,1.7
13,4,6.94,71.5,6,31.3,95,1.7
13,5,7.27,55.1,6,11.2,82.6,1.8
13,6,7.02,86.4,6,17.8,94.6,1.8
13,7,6.92,88.9,6,7.4,82.7,1.8
13,8,6.86,78.3,6,34.2,82.6,1.9
13,9,6.89,54.1,6,30.9,92,1.9
13,10,7.41,68.5,6,21.7,89.5,1.9
13,11,6.73,95.9,6,19.1,91.7,1.9
13,12,7.48,71.4,6,7.2,95,1.9
13,13,7.09,105.6,6,18.5,92.3,1.9
13,14,6.72,60.5,6,25.9,86.1,1.9
13,15,7.09,49.5,6,5.2,96.9,2
13,16,7.49,61.9,6,8.2,84.4,2
13,17,,,6,,,
13,18,,,6,,,
13,19,7.43,90.6,7,11.4,80.4,0.2
13,20,7.21,109.6,7,29.5,93.7,0.2
13,21,7.24,102.8,7,7.2,97.6,0.2
13,22,7.05,64.8,7,7.4,87,0.3
13,23,7.13,108.3,7,6.9,90.9,0.3
13,24,7.37,105.2,7,17.6,82.5,0.3
13,25,6.73,104.4,7,14.9,84.3,0.3
13,26,7.29,102.6,7,23.2,82.4,0.3
13,27,7.44,95.5,7,25.7,91.5,0.4
13,28,7.47,47,7,13.5,98,0.4
13,29,6.76,103.4,7,22.4,90.3,0.4
13,30,6.97,34.4,7,14.3,95.2,0.4
13,31,7.39,43.5,7,28.9,84.2,0.4
13,32,6.9,97.4,7,6.9,96.7,0.5
13,33,7.17,89.5,7,17,89,0.5
13,34,7.36,94.9,7,25.8,94.2,0.6
13,35,7.5,50,7,12.3,83.7,0.6
13,36,7.21,80.3,7,12.4,93,0.6
13,37,6.91,60.8,7,10.8,98.1,0.6
13,38,7.5,49.6,7,15.5,84.3,0.6
13,39,6.76,102.1,7,28.9,82.4,0.7
13,40,6.94,84.8,7,23,86.5,0.7
13,41,7.16,35.1,7,15.6,84.9,0.8
13,42,7.25,73.6,7,11.3,83.1,0.8
13,43,7.18,94.5,7,30.2,84.4,0.8
13,44,7.38,103.8,7,28.2,90.3,0.8
13,45,7.12,75.8,7,34.4,89.9,0.8
13,46,6.93,85.6,7,30.3,91,0.8
13,47,7.11,89.2,7,18.3,96.9,0.9
13,48,7.38,75,7,12.9,96.4,0.9
13,49,7.05,48.4,7,10,89,0.9
13,50,7.45,87.4,7,8.1,88.2,0.9
14,0,7.07,71,7,19.9,85.9,0.9
14,1,7.22,76.2,7,28.4,96.4,0.9
14,2,6.97,79.5,7,31.9,82.5,1
14,3,7.05,39.8,7,14.4,87.8,1
14,4,7.42,78.1,7,24.9,97.9,1
14,5,7.14,83.7,7,8.5,93,1
14,6,7.03,107.7,7,8.6,91,1.1
14,7,7.04,67.7,7,25.8,90.9,1.1
14,8,7.22,73,7,20.9,89,1.1
14,9,7.05,52.1,7,16.7,91.7,1.1
14,10,7.31,37.3,7,12.1,92.9,1.1
14,11,7.17,42.3,7,32.3,88,1.1
14,12,7.03,52.4,7,16.8,87.5,1.1
14,13,7.41,51.8,7,29.2,98.1,1.1
14,14,7.31,48.7,7,32.4,95,1.1
14,15,6.97,76.2,7,8.5,94,1.2
14,16,7.38,67.2,7,5.6,82,1.2
14,17,7.01,73,7,23,92.2,1.2
14,18,7.35,44.8,7,11.1,89.4,1.2
14,19,7.19,64.4,7,19.8,97.1,1.2
14,20,7.45,43.7,7,23.4,89.5,1.2
14,21,7.18,91.4,7,19.9,96.5,1.3
14,22,7.26,101.8,7,34.9,87.7,1.3
14,23,7.46,68.3,7,6.4,96.4,1.3
14,24,7.47,61.6,7,15.1,83.6,1.3
14,25,6.93,33.8,7,7.3,98.6,1.4
14,26,6.94,69.6,7,21.4,86.9,1.4
14,27,6.72,99.1,7,30.2,92.3,1.4
14,28,7.04,101.9,7,25.5,88.7,1.4
14,29,7.2,78.9,7,15.6,84.3,1.4
14,30,7.49,67.1,7,22.2,88.4,1.5
14,31,7.23,100.1,7,19.6,87.8,1.5
14,32,7,40.9,7,14.8,94.1,1.5
14,33,7.03,102,7,33.7,94.7,1.6
14,34,6.74,49.9,7,5.2,93.6,1.6
14,35,7.09,97.6,7,28.8,98.6,1.6
14,36,6.98,71.7,7,22.2,92.4,1.6
14,37,6.79,90.2,7,16.4,89.4,1.6
14,38,6.99,105.4,7,9,84.3,1.6
14,39,7.44,91.8,7,9.8,93.2,1.6
14,40,6.82,79,7,33,89.9,1.6
14,41,7.39,85.6,7,13,89.8,1.6
14,42,6.76,82.6,7,11.4,88,1.6
14,43,7.31,62,7,28.5,89.4,1.7
14,44,7.12,51.3,7,9.3,98.2,1.7
14,45,7.06,48.4,7,18.2,93.1,1.7
14,46,7.06,57.9,7,18.2,84.5,1.7
14,47,7.38,74.3,7,7.7,96.3,1.7
14,48,7.18,49.8,7,7.9,87.2,1.7
14,49,6.88,71.2,7,27,89.4,1.7
14,50,7.05,71.9,7,13.5,98.8,1.7
15,0,7.34,57.5,7,25,89.1,1.8
15,1,6.88,30.4,7,23.4,80.9,1.8
15,2,6.81,77.8,7,22.1,96.8,1.8
15,3,6.81,67.6,7,31.6,80,1.8
15,4,6.73,30.2,7,16.6,83.4,1.8
15,5,7.19,102,7,20.5,87.5,1.9
15,6,7.13,94.4,7,30.9,81.7,1.9
15,7,7.03,86.2,7,11.3,83.3,1.9
15,8,7.27,64,7,25.3,84.5,1.9
15,9,6.71,94.3,7,7.9,94.2,1.9
15,10,6.91,97.8,7,25.1,85.9,1.9
15,11,6.81,109.2,7,23.9,81.6,2
15,12,6.98,32.9,7,16.5,89.9,2
15,13,,,7,,,
15,14,,,7,,,
15,15,7.4,33.5,8,29.7,97.4,0.3
15,16,7.19,37.8,8,19.3,87.7,0.3
15,17,6.89,86.1,8,30.4,88.1,0.4
15,18,6.89,62.9,8,31.1,91.4,0.4
15,19,7.06,97.9,8,18.3,85,0.4
15,20,7.23,43,8,19.2,83.7,0.4
15,21,6.88,45.9,8,21,98.4,0.4
15,22,7.32,52.8,8,22.5,85.7,0.4
15,23,7.22,33,8,14.8,98.5,0.4
15,24,6.85,33.9,8,8.4,80.3,0.5
15,25,7.19,48,8,31,98.3,0.5
15,26,6.95,85.6,8,18.3,81.9,0.5
15,27,7.13,80.8,8,14.5,80.6,0.5
15,28,7.32,105.1,8,30.7,95.7,0.5
15,29,7.01,47.1,8,9.8,93.2,0.5
15,30,7.42,49.4,8,34.8,97.3,0.6
15,31,6.93,67.6,8,11.8,86.7,0.6
15,32,6.81,105.7,8,27.1,96.5,0.6
15,33,7.48,61.9,8,27.8,89.5,0.6
15,34,6.93,41.5,8,31.9,81.3,0.6
15,35,7.1,48.9,8,5.1,93.4,0.6
15,36,7.48,63.3,8,34.1,85.1,0.6
15,37,6.77,102.2,8,33.7,83.2,0.6
15,38,7.01,102.5,8,20.7,85.2,0.6
15,39,7.04,91,8,27.5,89.6,0.6
15,40,6.92,42,8,6.9,91.9,0.6
15,41,7.43,94.5,8,5.9,85.2,0.6
15,42,7.12,49.4,8,22.7,88.7,0.6
15,43,6.88,67.3,8,18.2,96.5,0.7
15,44,7.27,105.2,8,30.1,98,0.7
15,45,7.19,74.3,8,22.6,86.9,0.7
15,46,6.7,43.4,8,30.1,94.2,0.7
15,47,7.22,91.2,8,10,81,0.8
15,48,6.73,67.9,8,14.3,88.1,0.8
15,49,7.31,99.8,8,12.2,91.1,0.9
15,50,7.23,109.2,8,14.4,93.1,0.9
16,0,7.47,98.2,8,10.3,86.9,0.9
16,1,7.33,103.9,8,25.2,94.2,0.9
16,2,7.08,102.1,8,13,82.7,0.9
16,3,6.86,60.5,8,11.3,84.5,0.9
16,4,7.11,38,8,11.3,93.2,0.9
16,5,7.05,72.4,8,16.8,93.7,0.9
16,6,7.2,97.3,8,31.5,84.1,0.9
16,7,7.32,72.8,8,12.3,90.8,0.9
16,8,6.99,73.5,8,29.8,82.7,0.9
16,9,7.45,38.9,8,19.7,84.5,1
16,10,6.98,45.6,8,9.2,97.6,1
16,11,7.43,69.1,8,15.5,87.1,1
16,12,6.87,88.3,8,34.9,93.6,1
16,13,6.85,109.8,8,29.2,96.6,1
16,14,7.3,52.9,8,31.2,98.3,1.1
16,15,7.45,75.1,8,18.6,91.2,1.1
16,16,7.34,42.9,8,21.7,87.6,1.1
16,17,7.03,59.7,8,34.9,82.6,1.1
16,18,6.76,54,8,20.3,87,1.1
16,19,6.85,88.6,8,22.2,97.1,1.2
16,20,7.14,105.2,8,28.7,94.7,1.2
16,21,6.8,77.6,8,21,98,1.2
16,22,6.76,47.4,8,16.3,94.9,1.2
16,23,6.78,82.6,8,12.5,98.9,1.2
16,24,6.74,77.7,8,22.2,95.5,1.3
16,25,6.99,90.9,8,25.9,95.1,1.3
16,26,7.06,59.7,8,25.2,80.4,1.3
16,27,7.22,109,8,26.4,92.6,1.3
16,28,7.12,70.5,8,12.4,94.1,1.3
16,29,6.84,58,8,22.6,91,1.3
16,30,7.16,58,8,15.8,92.2,1.3
16,31,7.21,38.5,8,12.4,83.1,1.4
16,32,7.41,34.8,8,22.1,80.7,1.4
16,33,7.11,100.2,8,10.5,91.6,1.4
16,34,7.48,101.9,8,34.6,83.2,1.4
16,35,6.83,33.1,8,14.4,95.1,1.4
16,36,7.43,93.5,8,6.5,86.3,1.4
16,37,6.9,97.9,8,22.8,93.2,1.4
16,38,7.31,105,8,17.8,80.4,1.4
16,39,7.17,40.5,8,19.9,84.9,1.5
16,40,7.49,97.3,8,30.2,80,1.5
16,41,7.47,45.6,8,16.2,96.9,1.5
16,42,6.74,61.2,8,26.6,93.2,1.5
16,43,7.22,59.3,8,26.7,94.6,1.5
16,44,6.7,73.4,8,5.2,83.3,1.6
16,45,7.02,76.7,8,25.2,87.8,1.6
16,46,7.4,38.8,8,17.9,97,1.6
16,47,7.25,94.8,8,26.6,88.2,1.6
16,48,6.87,99,8,24.6,87.6,1.6
16,49,7.04,74.5,8,7.3,87.5,1.6
16,50,7.24,75.1,8,28.5,85.9,1.6
17,0,7.47,47.4,8,34.8,98,1.6
17,1,6.78,67.2,8,25.7,87.9,1.7
17,2,7.28,32.1,8,14.8,88.1,1.7
17,3,7,61.5,8,32.8,88.3,1.7
17,4,6.83,31.1,8,32.4,80.8,1.7
17,5,7.42,62.4,8,30.1,95.1,1.7
17,6,6.95,42.5,8,5.1,98.4,1.7
17,7,7.29,30.7,8,14.9,94.2,1.7
17,8,7.03,87.6,8,9.5,91.8,1.8
17,9,6.71,37.7,8,10.7,86.4,1.8
17,10,7.28,69.1,8,16.8,88.5,1.9
17,11,6.95,74.7,8,6.6,96.6,1.9
17,12,7.44,89.4,8,27.6,90,2
17,13,,,8,,,
17,14,,,8,,,
17,15,,,8,,,
17,16,7.14,43.9,9,28.9,94.6,0.2
17,17,7.41,55.8,9,32.8,88.7,0.2
17,18,7.44,71.7,9,34.9,98.6,0.2
17,19,7.4,91.5,9,28.7,98.5,0.2
17,20,6.99,73.8,9,13.4,87.2,0.2
17,21,7.29,59,9,20.1,97.5,0.3
17,22,6.89,34.5,9,18.8,81.8,0.4
17,23,6.94,108.5,9,8,88.4,0.4
17,24,6.7,50.1,9,28.3,88.2,0.4
17,25,7.41,33.9,9,10.1,84.9,0.4
17,26,6.88,49.7,9,16.9,88.8,0.4
17,27,6.74,106.4,9,7.2,91.4,0.4
17,28,7,34.9,9,27.9,87.7,0.4
17,29,7.28,90.7,9,24.4,84.6,0.4
17,30,6.85,51.1,9,32.9,81.2,0.4
17,31,7.09,87.6,9,5.8,89.3,0.4
17,32,7.43,79.4,9,15.2,85.5,0.5
17,33,7.11,50.7,9,7.9,80,0.5
17,34,7.19,56,9,27.4,95.1,0.5
17,35,7.47,30.6,9,24.6,94.6,0.5
17,36,6.88,48.6,9,29.6,98.2,0.5
17,37,6.94,49.1,9,15.2,81.1,0.5
17,38,6.97,57.4,9,20.1,88.3,0.5
17,39,7.07,37.5,9,29.7,95.9,0.5
17,40,7.02,34.2,9,21.7,97.9,0.6
17,41,7.29,84.4,9,17.1,83.3,0.6
17,42,7.47,108.7,9,20.2,84.6,0.6
17,43,7.34,31.4,9,11.1,85.6,0.6
17,44,6.71,107.5,9,6.5,80.6,0.6
17,45,6.71,69.7,9,30.1,95.8,0.6
17,46,6.89,97.9,9,26.2,90,0.6
17,47,7.26,85.7,9,30.3,87.4,0.6
17,48,7.5,81.7,9,21.4,87.8,0.6
17,49,7.01,87.2,9,33.6,97.2,0.7
17,50,6.84,48.4,9,13.7,95.3,0.7
18,0,7.23,87.9,9,20.4,83.3,0.7
18,1,7.07,107.7,9,16.9,97.8,0.8
18,2,7.38,96.4,9,9.1,82.1,0.8
18,3,6.75,95,9,31.8,96,0.8
18,4,7.35,70.6,9,28.3,88.2,0.8
18,5,7.34,64.4,9,10,90,0.8
18,6,6.93,41.8,9,34.6,94.3,0.8
18,7,6.83,78.7,9,23.7,86.9,0.8
18,8,7.19,106.9,9,7.6,90.1,0.8
18,9,7.37,59.3,9,7,94.2,0.8
18,10,6.92,98.5,9,16.7,94.5,0.9
18,11,6.84,107.1,9,7.6,89.6,0.9
18,12,6.92,67.9,9,31.3,88.5,0.9
18,13,7.12,39.8,9,7.4,82.4,0.9
18,14,7.21,80.7,9,6.6,81.1,0.9
18,15,7.2,68.5,9,30.8,88.9,0.9
18,16,7.36,60.1,9,25,97,1
18,17,6.85,85.7,9,24.5,98.3,1
18,18,7.4,39.2,9,20.9,89.1,1
18,19,7.24,49.2,9,5.6,93.7,1
18,20,7.06,66.1,9,34.8,83.5,1
18,21,7.02,58.1,9,17.5,95.2,1.1
18,22,7.04,89.3,9,13,85.4,1.1
18,23,7.36,95.7,9,24.3,87.3,1.1
18,24,7.19,103.2,9,5.2,92.2,1.1
18,25,7.11,76.5,9,27.7,88,1.1
18,26,6.91,60.4,9,15.5,95.3,1.1
18,27,7.42,40.4,9,15.2,86.2,1.1
18,28,7.32,44.5,9,26,97,1.1
18,29,6.86,67.9,9,18.5,93.7,1.2
18,30,7.17,60.6,9,20.6,84.2,1.2
18,31,6.93,106.3,9,32.3,80.1,1.2
18,32,7.45,47.7,9,8.8,85.8,1.2
18,33,7.06,104.6,9,24.2,95.7,1.2
18,34,6.99,53.8,9,24.5,92.1,1.2
18,35,7.06,86.8,9,7.7,88.2,1.2
18,36,7.13,75.9,9,21.6,95,1.3
18,37,7.32,79.4,9,13.4,80.5,1.3
18,38,7.05,108.4,9,28,83.3,1.3
18,39,7.03,93.1,9,5.1,98.8,1.3
18,40,7.32,107,9,33.7,91.1,1.3
18,41,6.81,86.5,9,18.6,88.9,1.4
18,42,6.82,61.1,9,24.9,85.1,1.4
18,43,7.33,53.2,9,6.1,87.9,1.4
18,44,7.47,77.6,9,33.8,85.8,1.4
18,45,7.41,77.4,9,23.3,97.4,1.4
18,46,7.23,73.2,9,9.7,98.1,1.4
18,47,7.28,55.3,9,15.5,92.2,1.5
18,48,7.39,97,9,27.1,88.3,1.5
18,49,7.2,63.7,9,7.6,97.8,1.5
18,50,6.77,76.6,9,15.5,96.6,1.5
19,0,6.95,63.6,9,32.5,89.1,1.5
19,1,7.22,102.7,9,16.7,88.2,1.5
19,2,7.04,73.1,9,25.8,91.5,1.5
19,3,7.27,43.2,9,33.8,80.2,1.6
19,4,7.12,65.7,9,9.8,94.8,1.6
19,5,7.49,72.5,9,17.7,95.7,1.6
19,6,7.34,107.2,9,19.4,81.5,1.7
19,7,6.85,35.4,9,22.1,98.8,1.7
19,8,7.05,90.1,9,15.3,94.1,1.7
19,9,7.05,98.8,9,29.6,80.9,1.7
19,10,7.17,34.6,9,17.1,93,1.7
19,11,7.16,65.5,9,19.5,95,1.7
19,12,7.27,98.9,9,6.6,95.8,1.7
19,13,7.22,94.7,9,11.3,92.8,1.7
19,14,7.46,73.4,9,18.6,82.5,1.8
19,15,7.11,93.3,9,34,94.7,1.8
19,16,7.46,44.3,9,7.6,89.4,1.8
19,17,7.11,48.6,9,29.7,89.5,1.8
19,18,6.76,88.5,9,26.4,91.2,1.8
19,19,6.89,96.7,9,23.8,95.6,1.8
19,20,7.08,64.4,9,16.7,93.4,1.8
19,21,7.47,35.7,9,14.1,96.4,1.9
19,22,6.96,39.7,9,5.9,91.7,1.9
19,23,6.74,41.4,9,11.5,84.3,1.9
19,24,7.25,61.9,9,30.3,96.1,1.9
19,25,7.35,52.5,9,26.8,92.3,1.9
19,26,7.04,87.9,9,18.5,89.3,1.9
19,27,7.36,63.6,9,8.4,92.5,1.9
19,28,7.17,75.8,9,5.2,84,1.9
19,29,7.01,34.6,9,6.8,90.4,2
19,30,,,9,,,
19,31,6.82,43.4,10,31,91,0.2
19,32,6.83,60,10,30.7,82.4,0.3
19,33,6.95,52.7,10,7,89.6,0.3
19,34,7.09,99.6,10,23.9,82.4,0.3
19,35,7.18,93.2,10,22.1,89.1,0.4
19,36,6.73,99.6,10,15.9,93.2,0.4
19,37,7.12,64.5,10,8.1,80.7,0.4
19,38,7.18,56.5,10,22,97.7,0.4
19,39,7.42,55.9,10,34.5,88.7,0.4
19,40,6.82,98.4,10,29.8,94.3,0.4
19,41,7.45,104.1,10,18.1,83.6,0.4
19,42,7.36,44.6,10,21.8,87.9,0.4
19,43,7.08,73.6,10,13.8,85.8,0.4
19,44,6.79,48.1,10,32.5,88.6,0.4
19,45,7.14,91,10,32.6,80,0.5
19,46,7.02,90.1,10,21.9,84.2,0.5
19,47,7.02,65.4,10,27.3,80,0.5
19,48,7.31,90.5,10,18,96.2,0.5
19,49,6.71,32.4,10,8.9,93.4,0.6
19,50,6.8,64.9,10,16.6,96.3,0.6
20,0,7.06,68.2,10,16.7,98.4,0.6
20,1,6.7,59.3,10,20.9,85.5,0.6
20,2,6.94,31.4,10,23.9,98.6,0.6
20,3,7.23,34.2,10,31.7,86.4,0.7
20,4,7.25,68.7,10,14.5,82.1,0.7
20,5,7.16,75.2,10,33.1,81,0.7
20,6,7.04,96.9,10,7.9,89.3,0.7
20,7,7.15,99.9,10,19.2,97.6,0.8
20,8,7.43,42.3,10,18.8,91,0.8
20,9,7.45,38.6,10,15.9,84.3,0.9
20,10,7.1,92.4,10,5.4,85.1,0.9
20,11,7.19,56.4,10,5.4,83,0.9
20,12,7.07,89.2,10,7.8,84,0.9
20,13,6.79,104.2,10,18.3,81.4,0.9
20,14,6.9,36,10,20.3,87.6,0.9
20,15,7.03,78.1,10,27.6,85.3,1
20,16,7.34,32.1,10,26.5,85.8,1
20,17,6.78,106.4,10,33,90.4,1.1
20,18,7.19,71.6,10,24.1,85.2,1.1
20,19,7.27,39.6,10,9.7,81.5,1.1
20,20,7.16,61.2,10,9.9,82.7,1.1
20,21,7.15,71.1,10,14,89.6,1.2
20,22,7.15,107.8,10,17.7,89.8,1.2
20,23,7.09,105.9,10,24.9,82,1.2
20,24,6.77,104.5,10,25.2,88.2,1.2
20,25,7.38,35.8,10,11.9,88.9,1.2
20,26,7.25,93.7,10,12.5,96.1,1.3
20,27,6.74,81,10,23.1,90.7,1.3
20,28,7.21,40.5,10,20.1,94.1,1.3
20,29,7.33,109.3,10,33.4,92.9,1.3
20,30,7.16,81.6,10,14.4,95.7,1.4
20,31,6.77,33.6,10,20.2,93.4,1.4
20,32,7.13,101.6,10,11.4,82.9,1.4
20,33,6.97,67.3,10,9,95.4,1.4
20,34,7.46,91.7,10,11,98,1.4
20,35,7.29,55.5,10,25.6,82,1.4
20,36,7.37,34.5,10,33.7,95.2,1.4
20,37,6.84,102.7,10,16.5,84,1.4
20,38,6.85,94.1,10,16.1,91.8,1.4
20,39,7.2,66.1,10,30.7,83.3,1.4
20,40,6.77,51.3,10,26.4,98.6,1.5
20,41,6.9,74.6,10,19.7,81.2,1.5
20,42,6.76,83.5,10,24.3,87.8,1.5
20,43,7.4,100.4,10,8.2,80.7,1.5
20,44,6.9,49.1,10,32.7,80.7,1.6
20,45,7.18,84.9,10,25.7,92.8,1.6
20,46,6.99,66.8,10,11.4,98,1.6
20,47,6.97,101.2,10,24.9,82.4,1.6
20,48,7.34,99.5,10,24.2,81.9,1.6
20,49,7.04,85.4,10,30.7,98,1.6
20,50,7.39,101.6,10,21.4,87.6,1.6
21,0,7.15,78.9,10,34,89.4,1.7
21,1,6.77,109,10,10.9,84.4,1.7
21,2,7.33,34.9,10,23.3,80.1,1.7
21,3,7.3,96.2,10,8.2,83.6,1.8
21,4,7.12,109.2,10,29,90.6,1.8
21,5,6.85,68.4,10,9.4,89,1.8
21,6,6.97,102.2,10,18.3,92.1,1.8
21,7,7.08,48.2,10,8.4,80.4,1.8
21,8,6.82,101.9,10,25.1,92.1,1.8
21,9,7.43,98.5,10,28.3,84.1,1.9
21,10,6.77,36.9,10,25.7,89.7,1.9
21,11,6.72,40.7,10,21,90.9,1.9
21,12,6.91,88.9,10,24.1,97.1,1.9
21,13,6.73,107.9,10,33.2,90.2,1.9
21,14,6.89,49,10,33.2,97.7,1.9
21,15,7.12,40.3,10,5.6,85.9,1.9
21,16,7.33,109.8,10,19.5,92.1,1.9
21,17,6.99,104.8,10,20.4,96,2
21,18,7.1,46.8,10,24.4,84.2,2
21,19,,,10,,,
21,20,,,10,,,
21,21,6.81,44.6,11,32.1,85.4,0.2
21,22,7.18,104.8,11,31.6,85,0.2
21,23,7.02,103,11,25.2,94.2,0.2
21,24,7.49,63.8,11,18.6,88.4,0.2
21,25,7.06,49.9,11,34.9,83.1,0.2
21,26,7.39,43.8,11,29.5,95.2,0.3
21,27,7.24,36.3,11,26.9,84.9,0.3
21,28,6.9,90.6,11,11.4,91.2,0.4
21,29,6.89,56.2,11,20.1,82.2,0.4
21,30,6.82,39.6,11,17.6,85.8,0.4
21,31,6.8,59.1,11,6.6,87.6,0.4
21,32,7.46,97,11,16.4,97.8,0.4
21,33,6.86,93.3,11,23.7,84.4,0.5
21,34,7.42,104.4,11,30.6,84,0.5
21,35,6.74,50.7,11,20.2,81.9,0.5
21,36,7.1,37.3,11,24.8,94.4,0.5
21,37,7.27,105.6,11,12.5,97.4,0.5
21,38,6.78,39.6,11,33.2,88.9,0.5
21,39,6.92,105.9,11,23.8,84.3,0.5
21,40,6.91,48,11,32.5,98.2,0.5
21,41,7,40,11,19.5,85.1,0.5
21,42,6.77,86,11,31.7,98.8,0.6
21,43,7.16,30.4,11,31.3,87.5,0.6
21,44,7.14,69.3,11,27.3,90.7,0.6
21,45,7.04,99.8,11,23.8,86.6,0.6
21,46,7.42,102.3,11,34.8,90.8,0.6
21,47,7.35,47.3,11,13.7,98.9,0.6
21,48,6.98,54.5,11,33.8,94.6,0.6
21,49,7.45,32.7,11,13.1,88.5,0.7
21,50,6.85,76.2,11,10.7,89.2,0.7
22,0,6.81,104.3,11,21.6,85.2,0.7
22,1,6.92,80.6,11,27.9,91.7,0.7
22,2,7.01,99.1,11,18.2,94.3,0.7
22,3,7.01,95.9,11,5.3,88.9,0.7
22,4,7.15,102.6,11,11.1,84.8,0.7
22,5,7,68.3,11,5.9,97.3,0.8
22,6,6.84,87.7,11,21.3,93.5,0.8
22,7,7.22,65.9,11,31.9,96.3,0.8
22,8,6.77,61.7,11,25.9,98.6,0.8
22,9,7.36,62.8,11,16,85.3,0.8
22,10,6.95,53,11,5.2,85.4,0.8
22,11,7.44,74,11,27.9,84.6,0.8
22,12,6.9,86.7,11,32.5,88.9,0.9
22,13,7.07,60.5,11,15.9,88.5,0.9
22,14,6.93,33.5,11,6.1,91.4,0.9
22,15,6.87,56.7,11,31.9,98.3,0.9
22,16,7.26,89.7,11,21,86.4,0.9
22,17,7.18,104.1,11,8.1,91.2,0.9
22,18,6.8,90.6,11,24.3,84,0.9
22,19,7.2,39,11,34.3,94.5,0.9
22,20,7.23,100.9,11,22.4,84.3,1
22,21,6.98,106.3,11,29.8,93.3,1
22,22,7.39,50,11,5.4,97.1,1
22,23,7.27,36.8,11,10.1,96.3,1
22,24,7.47,81.3,11,13.6,80.1,1
22,25,6.93,33,11,11.7,84.9,1
22,26,7.1,46.9,11,6.2,98.8,1
22,27,7.1,92.1,11,7.1,91.4,1
22,28,6.71,30.8,11,26.6,98.9,1
22,29,6.98,71.2,11,26.8,91.3,1.1
22,30,7.05,72.4,11,7.1,98.6,1.1
22,31,7.31,63.1,11,15.9,87.5,1.1
22,32,7.48,44.6,11,30.7,81,1.1
22,33,7.1,47,11,12.2,86.2,1.1
22,34,7.35,45.8,11,27.6,92.2,1.1
22,35,7.3,51.9,11,27.7,96.1,1.1
22,36,6.98,53.2,11,23.1,94.8,1.1
22,37,6.82,77,11,27.3,90.1,1.2
22,38,7.39,34.9,11,15.2,81.1,1.2
22,39,7.03,104.1,11,10.8,86.6,1.2
22,40,6.87,96,11,21.8,87.5,1.2
22,41,7.25,31.4,11,32.5,92.8,1.2
22,42,6.71,107.5,11,14.4,90.7,1.2
22,43,6.95,50.4,11,9.2,80.1,1.2
22,44,7.45,79.8,11,26.4,83.9,1.2
