Bioreactor,Day,pH,CO2,Cell_Density,Cell_Viability,Product_Titer
12,33,7.22,83.9,5.3,98.9,0.3
12,34,6.94,64.9,23.3,87,0.3
12,35,6.77,93.3,6.3,87.5,0.3
12,36,7.39,65.3,22,90.3,0.3
12,37,6.97,60.8,19.2,81,0.3
12,38,7.46,44.7,12.6,82.5,0.3
12,39,6.82,62.2,16.5,87.3,0.3
12,40,6.76,101.8,32.7,83.9,0.3
12,41,6.94,58.3,20.9,85,0.3
12,42,6.88,64.1,34.8,87.7,0.3
12,43,6.97,40.7,28.6,93.3,0.3
12,44,7.43,104.7,16.7,93.2,0.3
12,45,7.03,84.3,14.2,95.7,0.3
12,46,7.47,62.3,34.9,94.5,0.3
12,47,7.49,48.9,33,96,0.3
12,48,6.76,79.1,30.1,92.7,0.3
12,49,6.73,34.5,11.5,85.5,0.3
12,50,7.39,82.1,20.8,87,0.3
13,0,6.97,54.4,13.7,88.2,0.3
13,1,7.04,50.9,32.1,96.9,0.3
13,2,7.45,85.6,31.8,82.6,0.3
13,3,7.37,54.9,21,98.6,0.3
13,4,6.84,72.9,18.9,82.5,0.3
13,5,6.91,93.2,24.9,86.7,0.3
13,6,7.02,90.6,15.9,82.1,0.3
13,7,7.41,104.3,34.6,88.3,0.3
13,8,7.06,86.7,26,90.7,0.3
13,9,6.94,62.1,20.6,97.9,0.3
13,10,7.41,52.5,24,86.2,0.3
13,11,7.29,75.8,27.2,98.7,0.3
13,12,7.18,39.3,25.9,95.3,0.3
13,13,7.38,54.5,18.2,95.2,0.3
13,14,6.77,32.5,11.3,92.5,0.3
13,15,6.77,44.1,21.7,97.4,0.3
13,16,7.39,91.7,20.9,81.8,0.3
13,17,7.44,101.7,8.8,88.2,0.3
13,18,6.86,34.2,34.4,82,0.3
13,19,6.84,34.7,17.8,95.4,0.3
13,20,7.35,31.5,13,89.6,0.3
13,21,6.9,79.1,29.9,96.9,0.3
13,22,6.97,50.1,29.7,86.9,0.3
13,23,6.88,74,10,91.7,0.3
13,24,6.74,99,14.5,91.2,0.3
13,25,7.32,108.2,14.3,96.1,0.3
13,26,7.13,104.8,21.8,89.9,0.3
13,27,6.78,36.5,14.4,93.2,0.3
13,28,7.1,48.6,15.1,80.2,0.3
13,29,6.91,38.2,21.7,93.7,0.3
13,30,7.39,93.8,13.6,90.4,0.3
13,31,7.4,33.5,29.7,97.4,0.3
13,32,7.15,71.8,6,83.9,0.3
13,33,7.25,106.2,21.9,94.3,0.3
13,34,6.92,96.5,23.2,95.3,0.3
13,35,7.38,69.4,31.8,98.6,0.3
13,36,7.27,109.9,30.8,95,0.3
13,37,6.84,107.2,9.6,87.1,0.3
13,38,7.19,84.5,15.6,94.1,0.3
13,39,7.45,86.3,22.1,80.2,0.3
13,40,6.96,53.4,5.8,87.4,0.3
13,41,7.24,36.3,26.9,84.9,0.3
13,42,6.88,83.8,27.2,95.8,0.3
13,43,7.49,39.2,11.9,91.7,0.3
13,44,7.1,85.3,20.8,87.9,0.3
13,45,7.29,62,19.9,89.2,0.3
13,46,6.88,72.5,5.7,89.7,0.3
13,47,7.43,31.4,7.8,93.9,0.3
13,48,6.97,54.4,13.4,94.5,0.3
13,49,7.29,70.4,20.5,90.7,0.3
13,50,7.49,89.1,29,86,0.3
14,0,6.83,75.5,7,84.3,0.3
14,1,7.47,84,24.2,89.3,0.3
14,2,7.48,104.5,10.6,83.6,0.3
14,3,7.47,65.3,31.5,86.6,0.3
14,4,7.2,94.6,12.8,97.5,0.3
14,5,6.71,106.5,7.3,86.1,0.3
14,6,7.34,107.3,6.3,93.1,0.3
14,7,7.12,102.1,19.4,87.3,0.3
14,8,7.01,49,20.7,87.2,0.3
14,9,7.11,92.8,23.5,85.8,0.3
14,10,7.33,82.7,32.1,86.3,0.3
14,11,7.44,109,15.6,96.2,0.3
14,12,6.73,31.1,21.6,87.2,0.3
14,13,7.07,47,15.9,82.3,0.3
14,14,6.91,78.6,33.9,97.4,0.3
14,15,7.18,60.5,7.8,85.7,0.3
14,16,7.13,108.3,6.9,90.9,0.3
14,17,6.87,51.6,27.2,91,0.3
14,18,7.47,107.4,16.2,84.8,0.3
14,19,6.95,39.5,28.4,98.7,0.3
14,20,7.34,45,23.8,83.3,0.3
14,21,7.41,47.7,25.1,82.5,0.3
14,22,7.4,71.5,21.8,84.8,0.3
14,23,7.47,86.1,20.3,94.2,0.3
14,24,7.23,76.4,20.5,91.8,0.3
14,25,6.86,34.9,27.2,85.4,0.3
14,26,7.1,62.1,25.5,98.2,0.3
14,27,6.82,32.3,30,91.8,0.3
14,28,7.06,63.8,32.9,96.1,0.3
14,29,7.05,75.8,12.5,90.4,0.3
14,30,7.45,70.3,18,98.7,0.3
14,31,7,72,26.1,83.6,0.3
14,32,6.88,107.7,26,92.6,0.3
14,33,7.44,102.9,34.9,93.6,0.3
14,34,6.79,38.8,17.2,91.7,0.3
14,35,6.7,83.4,28.1,93,0.3
14,36,6.91,39.4,22.7,94.1,0.3
14,37,6.93,105.4,5.8,81.8,0.3
14,38,6.91,51.9,7.1,86.9,0.3
14,39,7.09,46.6,32.1,85.9,0.3
14,40,7.3,30.7,17.5,93.5,0.3
14,41,6.78,90,8.9,90.4,0.3
14,42,7.36,42.8,11.2,90.7,0.3
14,43,6.77,62.8,31.9,83,0.3
14,44,6.93,53.9,14.6,95,0.3
14,45,7.24,75.7,29.2,92.5,0.3
14,46,7.49,101.6,33,96.1,0.3
14,47,7.18,81.1,6.7,98.2,0.3
14,48,7,95.4,33.1,95.1,0.3
14,49,6.77,98.4,16.4,83.3,0.3
14,50,7.34,100.2,27.6,88.7,0.3
15,0,7.38,109.2,19.2,94.8,0.3
15,1,7.43,59.6,34.5,80.7,0.3
15,2,7.21,73.8,7.7,97.4,0.3
15,3,7.41,53.7,26,90.8,0.3
15,4,6.94,57.3,24.8,98,0.3
15,5,7.18,52.3,9.6,94.7,0.3
15,6,7.44,36,27.3,94,0.3
15,7,7.42,52.6,20.8,82.8,0.3
15,8,6.99,51.3,16.8,86.1,0.3
15,9,7.42,86.3,26.1,82.8,0.3
15,10,7.17,34.2,19.8,80.8,0.3
15,11,7.46,43.9,13.2,95.6,0.3
15,12,6.83,103.5,26.7,81.4,0.3
15,13,6.99,88,26.9,80.3,0.3
15,14,7.45,108.7,19,80.3,0.3
15,15,6.84,83.5,33.2,98.3,0.3
15,16,7.26,33.9,21.1,85.2,0.3
15,17,6.86,97.4,12,82.1,0.3
15,18,7.43,80.6,26.4,90.4,0.3
15,19,7.04,87.2,10.4,83.7,0.3
15,20,7.37,105.2,17.6,82.5,0.3
15,21,6.74,91.3,21.7,96.4,0.3
15,22,6.91,73.9,19.3,82.8,0.3
15,23,7.41,36.8,31.1,96.4,0.3
15,24,6.88,89.6,16.3,98.4,0.3
15,25,7.49,77.9,20.2,95.8,0.3
15,26,6.77,99.9,16.8,80.7,0.3
15,27,6.74,97.5,24.3,91.4,0.3
15,28,7,55.7,27.8,84.1,0.3
15,29,7.46,100.1,29.4,81,0.3
15,30,6.76,64,11,98.4,0.3
15,31,6.87,107.5,21.5,97.2,0.3
15,32,6.84,40.2,30.8,97.5,0.3
15,33,6.86,66.8,29.3,85.2,0.3
15,34,6.96,52.3,13.4,81.2,0.3
15,35,6.91,58,30.1,84.8,0.3
15,36,6.95,31.3,19.6,87.7,0.3
15,37,6.77,45.3,24.7,88.8,0.3
15,38,6.85,51.5,29.6,83,0.3
15,39,7.3,57.4,20.4,83.6,0.3
15,40,7.19,37.8,19.3,87.7,0.3
15,41,7.46,87.9,21.3,97.5,0.3
15,42,6.73,104.4,14.9,84.3,0.3
15,43,7.35,34.2,18.7,96.5,0.3
15,44,7,99.5,16.8,82.7,0.3
15,45,6.75,50.2,25.2,95,0.3
15,46,7.47,50.7,10,93.2,0.3
15,47,6.71,70,28.3,92.5,0.3
15,48,6.95,75.4,17.2,88.3,0.3
15,49,7.45,77.6,9.1,90.1,0.3
15,50,7.47,39.5,19.8,94.5,0.3
16,0,7.06,105.3,17.9,87.3,0.3
16,1,7.47,50.7,22,88.2,0.3
16,2,6.89,92.6,31,90.5,0.3
16,3,7.19,42.9,18.7,80,0.3
16,4,6.97,95.9,12.4,94.5,0.3
16,5,7.41,38.1,34.9,96.6,0.3
16,6,6.88,57.8,5.6,81.4,0.3
16,7,6.71,63,16.1,96.5,0.3
16,8,7.27,74.8,30.5,97.6,0.3
16,9,7.29,102.6,23.2,82.4,0.3
16,10,6.81,40.4,34.6,95.9,0.3
16,11,6.78,94,18.7,97,0.3
16,12,7.34,44.6,32.8,96.7,0.3
16,13,7.48,64.4,6.9,85.8,0.3
16,14,7.16,66.2,21.3,90.2,0.3
16,15,6.94,77.6,23.9,80.8,0.3
16,16,6.98,65,8.5,96.3,0.3
16,17,7.33,45.7,30.3,86.9,0.3
16,18,6.95,107.4,30.7,88,0.3
16,19,7.28,69.1,32.7,97.9,0.3
16,20,7.23,76.1,7,86.7,0.3
16,21,7.07,35.8,27.4,97.7,0.3
16,22,7.05,76.8,5.8,84,0.3
16,23,6.86,85.8,25.2,84.1,0.3
16,24,7.13,40.6,25.4,83.4,0.3
16,25,6.74,94.7,19,90.3,0.3
16,26,7.4,38.2,17.8,80.4,0.3
16,27,6.99,58.3,20,90,0.3
16,28,7.49,59.6,17.2,88.7,0.3
16,29,7.31,87.1,22,92.5,0.3
16,30,7.07,54,7.5,87.2,0.3
16,31,6.97,78,11.6,91.1,0.3
16,32,7.08,76.9,33.2,92.4,0.3
16,33,7.33,55.6,25.8,85.4,0.3
16,34,7.48,104.7,25.5,82.9,0.3
16,35,6.7,79.4,26.6,84.5,0.3
16,36,7.33,104.1,25.9,86,0.3
16,37,7.29,75.3,7.1,87.6,0.3
16,38,7.34,78.6,33.5,81.8,0.3
16,39,7.27,30.7,18.3,85.2,0.3
16,40,6.9,39.7,20.3,97.2,0.3
16,41,6.88,51.7,29,83.5,0.3
16,42,6.91,63.9,10.3,87.4,0.3
16,43,6.98,43.9,15.4,83.7,0.3
16,44,7.28,39.8,7.5,87.6,0.3
16,45,7.43,72.9,19.3,82.8,0.3
16,46,6.76,104.2,25.4,96.8,0.3
16,47,6.88,86.8,29.9,87.8,0.3
16,48,7.5,83.4,27.3,91.7,0.3
16,49,6.86,76.1,19,90.9,0.3
16,50,7.14,70.2,12.3,93.7,0.3
17,0,6.93,84.7,13.8,80.3,0.3
17,1,6.82,50.2,22.3,82.3,0.3
17,2,7.36,106.7,5,88.8,0.3
17,3,7.02,98.9,33.1,95.1,0.3
17,4,6.71,105.9,27.8,88.6,0.3
17,5,7.23,52.1,15.9,83.2,0.3
17,6,7.24,106.5,20.3,87.8,0.3
17,7,7.28,103.7,18.6,95.8,0.3
17,8,6.79,33.5,21.5,89.6,0.3
17,9,6.82,60.5,12.4,83.3,0.3
17,10,7.41,102.1,30.9,86.6,0.3
17,11,6.76,35.7,18.5,94.7,0.3
17,12,6.71,43.9,17.8,91.2,0.3
17,13,6.72,65.7,9.7,97.5,0.3
17,14,7,99.7,6.2,92.4,0.3
17,15,7.32,106.5,24.3,83.4,0.3
17,16,7.23,67.3,9.2,90.4,0.3
17,17,7.34,50.5,14.6,93.2,0.3
17,18,7.42,55.7,21.9,91.5,0.3
17,19,7.14,54,11,90.9,0.3
17,20,7.39,42.5,6.6,96,0.3
17,21,6.71,77.1,19.3,87.2,0.3
17,22,7.01,32.1,15.5,86.3,0.3
17,23,6.95,107.1,6.4,87,0.3
17,24,7.1,85.2,33.4,83.8,0.3
17,25,7.49,46.5,34,82.3,0.3
17,26,7.44,63.8,29.3,92.9,0.3
17,27,7.31,45.8,31.8,95.7,0.3
17,28,6.8,77.2,32.2,83.9,0.3
17,29,7.07,64.6,34.6,90.1,0.3
17,30,6.96,53.7,19.3,82.3,0.3
17,31,7.22,78.5,10.3,94,0.3
17,32,6.87,87.6,26.2,92.6,0.3
17,33,7.13,91.5,26.4,85.3,0.3
17,34,7.32,42.8,18.8,84.5,0.3
17,35,7.43,49.2,22.6,95.8,0.3
17,36,7.39,36.8,21.3,82.1,0.3
17,37,7.28,74.3,6.2,96.1,0.3
17,38,7.4,80.4,28.7,94.5,0.3
17,39,7.25,78.1,15.3,90.8,0.3
17,40,7.29,107.5,31.6,89.9,0.3
17,41,7.01,48.7,12.4,83.4,0.3
17,42,7.41,95.7,12.6,95.8,0.3
17,43,6.74,102.4,21.1,98.9,0.3
17,44,7.31,49.8,21.4,98,0.3
17,45,7.34,41.7,16.4,93.5,0.3
17,46,6.81,95.3,34.1,85.6,0.3
17,47,7.14,104.7,21.1,88.8,0.3
17,48,7.2,67.5,15.8,89.9,0.3
17,49,6.83,95,7.9,82.7,0.3
17,50,7.43,85.9,24.8,85.1,0.3
18,0,7.38,94.7,28.4,88.1,0.3
18,1,6.97,89.7,16.8,96.3,0.3
18,2,7.05,98.4,31.8,82.7,0.3
18,3,6.8,74.5,28.4,95.6,0.3
18,4,7.31,41,11.6,85.8,0.3
18,5,7.1,64.6,16.7,88.8,0.3
18,6,7.19,61.4,32.8,85.1,0.3
18,7,7.41,49,9.3,90.6,0.3
18,8,7.18,73,31.1,83.5,0.3
18,9,7.49,72,27.9,82.4,0.3
18,10,7.33,89.5,26.8,95.9,0.3
18,11,7.38,95.5,26.8,85.4,0.3
18,12,7.5,86.3,22.9,89.5,0.3
18,13,7.29,62.4,19.9,88.6,0.3
18,14,7.06,94.3,24.2,97.4,0.3
18,15,7.47,87.6,18.3,81.2,0.4
18,16,7.24,106.6,30.5,86.8,0.4
18,17,7.38,104.7,31,98.1,0.4
18,18,7.11,81.8,19.5,82.9,0.4
18,19,6.76,41.6,7.6,81.8,0.4
18,20,7.05,100.6,21,93.4,0.4
18,21,6.82,104.4,6.4,81.7,0.4
18,22,6.9,90.6,11.4,91.2,0.4
18,23,7.19,45.7,16.6,89,0.4
18,24,6.84,71,23.7,83.6,0.4
18,25,7.27,79.5,16.3,81.5,0.4
18,26,6.91,35.4,5.9,96.8,0.4
18,27,7.18,93.2,22.1,89.1,0.4
18,28,7.31,45.6,15.2,85.5,0.4
18,29,7.46,40.3,33.7,85.9,0.4
18,30,7.19,109.1,27,92,0.4
18,31,6.83,104,20.4,96.6,0.4
18,32,6.9,92,9.4,87.8,0.4
18,33,6.92,98.4,29.1,80.6,0.4
18,34,7.03,96,22.1,93.9,0.4
18,35,7.19,75.5,27.2,98.1,0.4
18,36,6.73,34.1,25.4,93.2,0.4
18,37,7.33,41.1,12.3,81.9,0.4
18,38,7.16,31,14.3,93.5,0.4
18,39,6.78,65.4,27,87.8,0.4
18,40,6.75,93.6,27,80.6,0.4
18,41,7.23,89.1,21.8,92.4,0.4
18,42,7.25,54.8,20.6,81.4,0.4
18,43,7.3,105,34.6,96.6,0.4
18,44,7.4,42.9,13.7,94.4,0.4
18,45,7.49,96.2,32.2,86.8,0.4
18,46,7.02,38.1,14.6,82.2,0.4
18,47,6.84,52.1,29.5,82.9,0.4
18,48,6.89,56.2,20.1,82.2,0.4
18,49,6.79,46,9.3,87.6,0.4
18,50,6.81,98.7,5.3,85.2,0.4
19,0,6.96,98.4,29.3,89.5,0.4
19,1,7.1,39.3,6.3,97.5,0.4
19,2,7.04,92.3,13.3,83.4,0.4
19,3,6.83,50.4,14.2,92.2,0.4
19,4,7.08,56.1,6,85,0.4
19,5,7.42,98.5,33.5,88,0.4
19,6,6.88,43.4,26,89.7,0.4
19,7,7.26,65.4,7.4,98.4,0.4
19,8,6.9,75.4,25,89.4,0.4
19,9,7.11,66.8,9.3,90.1,0.4
19,10,7.1,106.9,11.4,93.7,0.4
19,11,7.03,92.4,15.1,93.2,0.4
19,12,6.96,71.7,17.9,84.1,0.4
19,13,7.08,95.3,23,81.4,0.4
19,14,6.8,91.3,5.1,88.4,0.4
19,15,6.73,99.6,15.9,93.2,0.4
19,16,6.79,91.7,30.2,92.9,0.4
19,17,7.07,102,18.7,96.4,0.4
19,18,7.29,58.3,16.5,94.2,0.4
19,19,6.77,44.7,14.2,96.9,0.4
19,20,6.86,74,7.3,87.8,0.4
19,21,6.98,106.1,34.5,81,0.4
19,22,7.3,86.3,9.1,92.6,0.4
19,23,6.84,47,26,86.5,0.4
19,24,6.78,60.1,13.6,80.7,0.4
19,25,7.12,64.5,8.1,80.7,0.4
19,26,6.98,61.5,19.4,82.7,0.4
19,27,6.88,98.9,32.3,86.9,0.4
19,28,7.01,84.2,25.1,82,0.4
19,29,7.48,71.9,11.8,89.3,0.4
19,30,6.92,64.4,8.7,86.7,0.4
19,31,6.79,50.2,27.3,81.6,0.4
19,32,7.03,94.5,8.6,89.4,0.4
19,33,6.96,97.2,23.1,80.6,0.4
19,34,7.32,94.6,33.8,87.5,0.4
19,35,6.84,104.9,32.7,95.7,0.4
19,36,6.9,35.9,20.2,86.9,0.4
19,37,7.37,101.4,9.4,87.3,0.4
19,38,6.82,39.6,17.6,85.8,0.4
19,39,7.35,31.7,33.7,88.6,0.4
19,40,6.74,39.8,26.1,91.7,0.4
19,41,7.47,68.7,11.3,89.8,0.4
19,42,6.87,68.9,23.5,95,0.4
19,43,7.49,87.9,17.2,80.2,0.4
19,44,7.15,40.6,9.5,88.7,0.4
19,45,7.45,44.5,17.1,82.9,0.4
19,46,7.39,53.2,21.4,98.2,0.4
19,47,7.37,79.7,20.3,86.7,0.4
19,48,7.24,58.4,6.6,82.9,0.4
19,49,7.16,68.7,17,93.6,0.4
19,50,6.89,86.1,30.4,88.1,0.4
20,0,7.04,34.9,5.1,85.7,0.4
20,1,7.37,105.6,9.4,88,0.4
20,2,6.75,92.1,20.5,97,0.4
20,3,7.37,68.5,24.2,86,0.4
20,4,7.1,59.8,6,94.5,0.4
20,5,6.72,54.5,22.3,82.4,0.4
20,6,7.09,52.6,8.7,86.5,0.4
20,7,7.47,93.2,20.1,91,0.4
20,8,6.91,62.7,20.9,95.3,0.4
20,9,6.89,62.9,31.1,91.4,0.4
20,10,6.73,50.4,12.6,90.6,0.4
20,11,6.98,75.1,12.5,85.1,0.4
20,12,6.91,65,15.5,81.1,0.4
20,13,7.24,93.3,25.7,90.6,0.4
20,14,7.1,43.6,31.9,84.9,0.4
20,15,7,96.4,10,96.9,0.4
20,16,6.95,69.2,24.5,86,0.4
20,17,7.06,31.3,9.5,98,0.4
20,18,7.38,36.2,15.6,90.8,0.4
20,19,7.12,65.3,20.4,97.6,0.4
20,20,7.1,106.2,18.2,90.4,0.4
20,21,6.86,50.5,16.2,80.6,0.4
20,22,7.37,53.5,11.6,96.4,0.4
20,23,7.21,93.4,33.4,80.7,0.4
20,24,6.92,99.1,23.1,85.1,0.4
20,25,7.16,80.1,22.5,91.5,0.4
20,26,6.83,59.7,33.3,90.9,0.4
20,27,7.4,96.5,31,95.1,0.4
20,28,6.73,54.5,16.6,94.7,0.4
20,29,7.44,101.9,20.4,89.7,0.4
20,30,7.09,64.3,29.9,82.4,0.4
20,31,7.48,93.5,6.1,81.6,0.4
20,32,6.83,43.5,23.9,97,0.4
20,33,7.44,95.5,25.7,91.5,0.4
20,34,7.21,34.7,17.3,89.3,0.4
20,35,6.89,38.6,26.6,92.1,0.4
20,36,6.71,105.1,18.9,94.8,0.4
20,37,6.81,75.1,14.9,92.6,0.4
20,38,7.48,104.5,19.6,87.2,0.4
20,39,7.33,53.4,14.8,94.4,0.4
20,40,7.2,67.2,32.1,81.3,0.4
20,41,7.1,71.1,14.9,96.7,0.4
20,42,7.02,39.5,33.9,94.1,0.4
20,43,7.24,101.5,24,98.7,0.4
20,44,7.18,79.1,23.9,80.5,0.4
20,45,6.92,84,5.2,88.7,0.4
20,46,7.2,101.1,25.4,93.5,0.4
20,47,7.24,101.3,15.1,97.3,0.4
20,48,7.22,83.4,13.7,91,0.4
20,49,6.86,91.3,12.3,88.8,0.4
20,50,6.96,47,27.9,90.7,0.4
21,0,7.34,74.4,8.8,92.2,0.4
21,1,7.01,80.5,15,93.9,0.4
21,2,7.06,49.1,5.7,83.3,0.4
21,3,7.18,56.5,22,97.7,0.4
21,4,7.32,94.1,34.9,88.5,0.4
21,5,7.02,34.7,24.9,96,0.4
21,6,6.93,83.5,18.4,97.9,0.4
21,7,7.16,108.4,15.3,89.6,0.4
21,8,7.44,45.3,30.5,84.2,0.4
21,9,7.27,78.1,14.5,87.3,0.4
21,10,7.41,86,17.6,95.1,0.4
21,11,7,98.4,24.5,84.8,0.4
21,12,7.31,105.8,25.8,85.8,0.4
21,13,6.71,97.4,26.7,98.2,0.4
21,14,6.97,41.4,27.4,98.7,0.4
21,15,7.27,45.9,15.5,89.8,0.4
21,16,6.91,63.8,28,87.4,0.4
21,17,6.78,60.4,9.2,97,0.4
21,18,6.79,58.7,33.8,96.4,0.4
21,19,7.36,68,12.6,84.5,0.4
21,20,7.33,84.4,25.8,90.2,0.4
21,21,6.91,90.3,23.5,85.8,0.4
21,22,7.29,54.1,21,80.9,0.4
21,23,6.81,51.3,30.7,93.3,0.4
21,24,6.99,66.3,30.7,81.5,0.4
21,25,7.44,45,24.6,93.7,0.4
21,26,7.42,55.9,34.5,88.7,0.4
21,27,7.41,97.6,12.4,95.5,0.4
21,28,7.39,39.5,12.1,83.2,0.4
21,29,6.98,103.1,7.4,91.2,0.4
21,30,7.09,108.3,13.1,93.9,0.4
21,31,6.9,77,13.7,89.4,0.4
21,32,7.34,58.1,21.2,97.4,0.4
21,33,7.49,46.5,15.6,86.6,0.4
21,34,6.76,40.5,13,98.3,0.4
21,35,7.41,77.9,23.9,96.7,0.4
21,36,6.8,59.1,6.6,87.6,0.4
21,37,7.26,71.8,14.6,80,0.4
21,38,7.1,101.8,6.4,89.1,0.4
21,39,6.83,90.5,13.3,81.3,0.4
21,40,6.78,89,11.2,91.4,0.4
21,41,6.85,90.1,6.4,88.7,0.4
21,42,7.42,61.6,32.7,87.8,0.4
21,43,7.05,31.4,18.5,98,0.4
21,44,7.43,74.7,9.8,85.8,0.4
21,45,6.75,58.6,19.9,95.2,0.4
21,46,7.01,68.2,32.6,84.7,0.4
21,47,7.03,47.8,31.1,80.2,0.4
21,48,6.91,68.4,21.2,92.2,0.4
21,49,7.29,83.5,9.7,94.2,0.4
21,50,7.3,41.2,27.2,97.7,0.4
22,0,7.24,107.8,5.3,85.1,0.4
22,1,6.72,79.1,14.1,90.2,0.4
22,2,7.04,47.2,10.3,82.6,0.4
22,3,7.19,86.2,6.2,88.1,0.4
22,4,7.43,62.9,17.7,87.5,0.4
22,5,6.92,59.3,28.4,80.6,0.4
22,6,6.83,94.3,29.1,92.8,0.4
22,7,7,86.3,18.3,86,0.4
22,8,7.06,97.9,18.3,85,0.4
22,9,6.92,66.2,12.2,94.7,0.4
22,10,7.08,92,17.9,88.2,0.4
22,11,6.72,69.1,34.1,88,0.4
22,12,7.23,43,19.2,83.7,0.4
22,13,6.86,85.7,15.7,86.9,0.4
22,14,7.1,42.9,32.3,85.6,0.4
22,15,6.94,110,21.5,95.4,0.4
22,16,7.27,85.2,17.7,97.7,0.4
22,17,7.38,34.2,27.9,80.2,0.4
22,18,7.26,43.3,19.3,89.6,0.4
22,19,7.26,75.3,16.5,82.3,0.4
22,20,6.79,95.8,34.7,83.4,0.4
22,21,7.31,57.7,27.5,85.2,0.4
22,22,7.07,55.6,27.6,93.8,0.4
22,23,7.5,86.3,8,85,0.4
22,24,7.28,108.6,29.3,83.7,0.4
22,25,6.79,43,14.7,92.2,0.4
22,26,6.73,49.3,23.8,85.2,0.4
22,27,6.78,33.8,30.1,89.2,0.4
22,28,7.48,79.5,27.3,96.7,0.4
22,29,7.49,59.8,29.4,99,0.4
22,30,7.25,35.4,10.3,80.8,0.4
22,31,7.28,32.4,5.3,92.1,0.4
22,32,7.38,75.4,27.1,80,0.4
22,33,7.38,98.7,16,81.1,0.4
22,34,6.94,90.2,25.7,83.5,0.4
22,35,7.39,30.1,25.8,97.7,0.4
22,36,7.15,84.8,10.2,86.9,0.4
22,37,6.9,66.7,22.1,82.4,0.4
22,38,6.88,96.6,23.6,92,0.4
22,39,6.73,70.4,13.2,93.9,0.4
22,40,6.89,34.5,18.8,81.8,0.4
22,41,7.08,87.2,25.8,86.7,0.4
22,42,6.73,91,20.6,81.5,0.4
22,43,7.01,59.5,30.4,82.6,0.4
22,44,7.18,51.8,25.9,98.9,0.4
22,45,7.1,78.8,31.3,85.9,0.4
22,46,7.04,48.1,10.7,83.1,0.4
22,47,7.33,40.8,29.9,83.8,0.4
22,48,6.73,33.6,18.7,97.3,0.4
22,49,6.98,64.5,25.1,98.9,0.4
22,50,6.82,100.9,14.6,85.6,0.4
23,0,7,46.1,33,86.4,0.4
23,1,6.87,48.3,11.1,96.5,0.4
23,2,7.24,104.3,16.8,98.1,0.4
23,3,6.89,30.7,22.4,90.2,0.4
23,4,6.89,32.2,13.9,97.4,0.4
23,5,6.81,40.1,18.7,92.3,0.4
23,6,7.28,45.1,11.8,88.1,0.4
23,7,7.34,34.3,10.2,96.7,0.4
23,8,7.3,100.7,19.6,93.4,0.4
23,9,6.83,75.3,6.4,96.7,0.4
23,10,6.82,76.6,15.1,97,0.4
23,11,6.75,34.2,32.1,83.8,0.4
23,12,7.46,72.2,7.1,92.7,0.4
23,13,7.36,45,15,89.5,0.4
23,14,7.07,84.5,29.6,96.2,0.4
23,15,7.12,83,17.4,96,0.4
23,16,7.49,78.7,6.7,90.1,0.4
23,17,7.36,48.8,28.1,93.5,0.4
23,18,6.87,71.2,22.2,80.4,0.4
23,19,7.47,72.6,14.3,95.1,0.4
23,20,7.09,50,6.7,94.2,0.4
23,21,7.32,34.1,13.6,98.1,0.4
23,22,7.02,85.8,24.6,81.5,0.4
23,23,7.14,92.8,17.6,93,0.4
23,24,7.25,87.1,29,85.8,0.4
23,25,6.91,74.3,33.7,89.6,0.4
23,26,7,62.5,18,97.1,0.4
23,27,6.97,46.1,8.3,95.5,0.4
23,28,7.24,36,8.3,98.6,0.4
23,29,7.23,103.8,22.7,85.3,0.4
23,30,6.88,32.1,8.8,80.6,0.4
23,31,7.12,42.3,25.6,87.9,0.4
23,32,6.8,60.5,15.5,97.2,0.4
23,33,7.47,107,10.9,80.1,0.4
23,34,7.16,61.6,15.1,98.4,0.4
23,35,6.78,109.9,32.4,81.6,0.4
23,36,7.42,57.4,25.7,82,0.4
23,37,7.4,105,27.7,83.1,0.4
23,38,6.88,96.4,18.7,94.3,0.4
23,39,7.37,50.1,26.2,86.7,0.4
23,40,7.41,88.6,7.6,81.9,0.4
23,41,7.1,32.6,11.1,83.8,0.4
23,42,7.2,73.4,30.1,83.1,0.4
23,43,6.71,66,12,80.7,0.4
23,44,7.09,103.2,34.1,80.7,0.4
23,45,7.34,54.3,20.2,81.4,0.4
23,46,7.16,94,21.3,92.7,0.4
23,47,6.76,74.1,12.1,96.5,0.4
23,48,7.4,36.9,6.8,88.9,0.4
23,49,7.33,41.3,26.7,91.1,0.4
23,50,7.29,106.4,9.1,94.5,0.4
24,0,7.19,108.3,6,91.1,0.4
24,1,7.17,54.5,31.1,91.9,0.4
24,2,7.34,48,25.4,88.9,0.4
24,3,7.04,91.7,26.9,89.5,0.4
24,4,7.31,32.4,28.5,95.1,0.4
24,5,7.41,90.7,31.2,97.3,0.4
24,6,7.43,58.8,32.6,85.1,0.4
24,7,7.28,100.4,10.3,94.4,0.4
24,8,6.99,31.6,34,92.7,0.4
24,9,7.03,102,11.1,81.2,0.4
24,10,7.22,53.5,32.7,89.1,0.4
24,11,6.88,78.5,20.6,80.4,0.4
24,12,7.4,104.6,26.2,84.5,0.4
24,13,6.85,106.2,25.8,96.9,0.4
24,14,7.37,75.5,11.3,92.9,0.4
24,15,7.21,88.2,8.3,86.1,0.4
24,16,7.37,98.6,12.6,85.5,0.4
24,17,6.99,33.7,8.4,91.9,0.4
